hgnc_symbol	Compartments.Score	LOCATE_score	GO.score	Uniprot.Score	Goldstd.Score	Goldstd_result	NEG.control
642	HAPLN1	1	0	1	1	1	YES	0
643	BHMT	1	0	1	0	0	no	1
644	CRHBP	1	0	1	1	0	no	0
645	ADAMTS19	1	0	1	1	1	YES	0
646	LECT2	1	0	1	1	0	no	0
647	IL9	1	0	1	1	0	no	0
648	SPINK7	1	0	1	1	0	no	0
649	PCYOX1L	1	0	1	1	0	no	1
650	FGF18	1	0	1	1	0	no	0
651	PLA2G7	1	1	1	1	1	YES	0
652	SCUBE3	1	1	1	1	0	no	1
653	VWDE	1	0	1	1	0	no	1
654	EGFR	1	1	1	1	0	no	1
655	IGFBP1	1	1	1	1	0	no	1
656	GNRH1	1	1	1	1	0	no	0
657	CRH	1	1	1	1	0	no	0
658	RSPO2	1	1	1	1	0	no	0
659	PLIN2	1	0	1	0	0	no	1
660	IFNA1	1	1	1	1	0	no	0
661	IFNK	1	0	1	1	0	no	0
662	LCN2	1	1	1	1	0	no	1
663	PAEP	1	0	1	1	0	no	0
664	LCN9	1	1	1	1	0	no	0
665	NOTCH1	1	0	1	0	0	no	1
666	HABP2	1	1	1	1	0	no	0
667	ADM	1	0	1	1	0	no	0
668	SAA4	1	0	1	1	0	no	0
669	SCGB1A1	1	0	1	1	0	no	0
670	HSD17B12	1	0	1	0	0	no	0
671	SERPING1	1	1	1	1	0	no	0
672	ENDOD1	1	0	1	1	0	no	1
673	ZP1	1	0	1	1	0	no	0
674	OOSP2	1	0	1	1	0	no	0
675	NINL	1	0	1	0	0	no	1
676	SPINT4	1	0	1	1	0	no	0
677	GPHA2	1	0	1	1	0	no	0
678	FERMT3	1	0	1	0	1	YES	0
679	CAPN1	1	0	1	0	0	no	1
680	MMP10	1	0	1	1	0	no	1
681	CNTN5	1	0	1	0	0	no	1
682	PRB4	1	1	0	0	0	no	0
683	CTF1	1	0	1	1	0	no	0
684	IL18	1	0	1	1	0	no	1
685	FREM2	1	0	1	0	0	no	1
686	CRIM1	1	0	1	1	0	no	0
687	PRSS53	1	0	1	1	0	no	0
688	GLT1D1	1	0	1	1	0	no	1
689	TNFSF4	1	0	1	0	1	YES	0
690	CFC1B	1	0	1	1	0	no	0
691	PTH	1	1	1	1	0	no	0
692	SPOCK1	1	1	1	1	1	YES	0
693	FLT1	1	0	1	1	0	no	1
694	IGSF10	1	0	1	1	0	no	1
695	SPARCL1	1	0	1	1	0	no	0
696	DSPP	1	1	1	1	0	no	0
697	BMP3	1	0	1	1	0	no	0
698	ADAMTS18	1	1	1	1	0	no	0
699	CPB1	1	1	1	1	0	no	0
700	BMP6	1	0	1	1	0	no	1
701	PLA2R1	1	1	1	1	0	no	1
702	SPACA7	1	1	1	1	0	no	0
703	CD8A	1	1	1	1	0	no	0
704	SERPINB3	1	0	1	0	0	no	1
705	TMPRSS11D	1	0	1	1	0	no	0
706	SEMA3D	1	0	1	1	0	no	1
707	THY1	1	0	1	0	0	no	1
708	ABI3BP	1	0	1	1	0	no	0
709	WNT3A	1	0	1	1	0	no	0
710	OLA1	1	0	1	0	0	no	1
711	LY96	1	0	1	1	1	YES	0
712	CXADR	1	1	1	1	1	YES	0
713	APP	1	0	1	0	1	YES	0
714	ADAMTS1	1	1	1	1	0	no	0
715	ADAMTS5	1	1	1	1	0	no	1
716	WNT7A	1	0	1	1	0	no	0
717	DKK2	1	0	1	1	0	no	1
718	AKR1B1	1	0	1	0	0	no	1
719	PDIA4	1	1	1	0	0	no	1
720	RAET1L	1	0	1	0	0	no	0
721	WIF1	1	0	1	1	0	no	0
722	MMP16	1	0	1	1	1	YES	0
723	ADAMTS3	1	1	1	1	0	no	1
724	ADAMTSL3	1	1	1	1	1	YES	0
725	CXCL13	1	0	1	1	0	no	0
726	CCT8	1	0	1	0	0	no	1
727	GDF6	1	0	1	1	1	YES	0
728	CD109	1	0	1	0	0	no	0
729	NODAL	1	1	1	1	0	no	0
730	PRG3	1	0	1	0	0	no	0
731	SST	1	1	1	1	0	no	0
732	LYZL4	1	0	1	1	0	no	0
733	TIMP4	1	0	1	1	0	no	0
734	CLEC18A	1	0	1	1	0	no	0
735	IL34	1	0	1	1	0	no	0
736	KIT	1	0	1	0	0	no	1
737	IL17RB	1	0	1	1	0	no	0
738	ACTR1B	1	0	1	0	0	no	1
739	NBL1	1	1	1	1	0	no	0
740	WFDC8	1	1	1	1	0	no	0
741	WNT9B	1	0	1	1	0	no	0
742	CELA3A	1	1	1	0	0	no	1
743	KPNB1	1	0	1	0	0	no	1
744	WNT4	1	0	1	1	1	YES	0
745	STC1	1	0	1	1	0	no	0
746	PGLYRP3	1	0	1	1	0	no	0
747	ACE	1	1	1	1	1	YES	0
748	TEPP	1	0	1	1	0	no	0
749	SPON2	1	0	1	1	1	YES	0
750	AGRP	1	0	1	1	0	no	0
751	PIP	1	0	1	1	0	no	0
752	HAPLN4	1	0	1	1	0	no	0
753	CILP2	1	1	1	1	0	no	0
754	TFF2	1	0	1	1	0	no	0
755	TFF1	1	0	1	1	0	no	0
756	PDXK	1	0	1	0	0	no	1
757	CSTB	1	0	1	0	0	no	1
758	S100B	1	0	1	0	1	YES	0
759	FCN2	1	1	1	1	0	no	0
760	PSG6	1	0	1	1	0	no	0
761	S100A1	1	0	1	0	0	no	0
762	GPC2	1	0	1	1	0	no	1
763	AZGP1	1	0	1	1	0	no	0
764	FGFR4	1	1	1	1	0	no	0
765	HK3	1	0	1	0	0	no	0
766	LY6E	1	0	1	0	0	no	0
767	SCGB3A1	1	0	1	1	0	no	0
768	PSMC2	1	0	1	0	0	no	1
769	HCRT	1	0	1	0	0	no	0
770	DCD	1	0	1	1	0	no	0
771	WNT1	1	1	1	1	0	no	0
772	CELA1	1	0	1	1	0	no	0
773	ZNF653	1	0	1	0	0	no	1
774	CXCL16	1	0	1	1	1	YES	0
775	FGF11	1	0	1	0	0	no	1
776	PRSS33	1	1	1	1	0	no	0
777	PTX4	1	0	1	1	0	no	1
778	NTN3	1	0	1	1	0	no	0
779	FGF19	1	0	1	1	0	no	0
780	DRAXIN	1	1	1	1	0	no	0
781	AGL	1	0	1	0	0	no	1
782	VCAM1	1	0	1	0	1	YES	0
783	OLFML2B	1	0	1	1	0	no	1
784	FCGR3B	1	0	1	1	0	no	0
785	PKDCC	1	0	1	1	0	no	0
786	FRZB	1	1	1	1	0	no	0
787	INHBB	1	1	1	1	0	no	0
788	C1QTNF7	1	1	1	1	1	YES	0
789	BMP10	1	0	1	1	0	no	0
790	TGFA	1	0	1	1	1	YES	0
791	MERTK	1	0	1	0	0	no	1
792	NPPC	1	0	1	1	0	no	0
793	ALPPL2	1	0	1	0	0	no	1
794	ALPI	1	1	1	0	0	no	1
795	COL6A3	1	1	1	1	0	no	0
796	FAM19A4	1	0	1	1	0	no	0
797	PROK2	1	1	1	1	0	no	0
798	FSTL1	1	0	1	1	1	YES	0
799	RNPEP	1	0	1	1	0	no	1
800	IGFBP7	1	0	1	1	0	no	1
801	IHH	1	1	1	1	0	no	0
802	RETNLB	1	1	1	1	0	no	0
803	GLB1L	1	1	1	1	0	no	0
804	SERPINI1	1	0	1	1	0	no	1
805	PRKCI	1	0	1	0	0	no	1
806	ALB	1	0	1	1	0	no	1
807	PSMD6	1	0	1	0	1	YES	0
808	PTX3	1	0	1	1	0	no	0
809	CXCL3	1	1	1	1	0	no	0
810	CXCL5	1	1	1	1	0	no	0
811	PPBP	1	1	1	1	0	no	0
812	PF4	1	0	1	1	0	no	0
813	CPA3	1	0	1	0	0	no	0
814	UCN	1	1	1	1	0	no	1
815	TGM4	1	0	1	0	0	no	0
816	CDCP1	1	0	1	1	0	no	0
817	CLEC3B	1	0	1	1	0	no	0
818	TDGF1	1	0	1	1	0	no	0
819	LIPH	1	1	1	1	0	no	0
820	MASP1	1	1	1	1	0	no	1
821	MELTF	1	1	1	0	0	no	0
822	S100P	1	0	1	0	0	no	1
823	P3H1	1	0	1	1	1	YES	0
824	EMCN	1	0	1	1	0	no	0
825	PLXNB1	1	0	1	1	0	no	0
826	APEH	1	0	1	0	0	no	1
827	PRSS12	1	1	1	1	0	no	1
828	HMGB2	1	0	1	1	0	no	1
829	SCRG1	1	0	1	1	0	no	0
830	ANXA5	1	0	1	0	0	no	1
831	IL15	1	0	1	1	0	no	1
832	HHIP	1	0	1	1	0	no	1
833	EDIL3	1	1	1	1	0	no	0
834	F2RL2	1	0	1	0	0	no	0
835	SCGB3A2	1	0	1	1	0	no	0
836	SPINK1	1	1	1	1	0	no	0
837	ENPP6	1	0	1	0	0	no	1
838	ERAP1	1	0	1	0	0	no	1
839	CARTPT	1	1	1	1	0	no	0
840	IL3	1	0	1	1	0	no	0
841	CSF2	1	0	1	1	1	YES	0
842	GDF9	1	1	1	1	0	no	0
843	LEAP2	1	0	1	1	0	no	0
844	IL22RA2	1	1	1	1	0	no	0
845	BMPER	1	1	1	1	0	no	0
846	RELL2	1	0	1	0	1	YES	0
847	FABP5	1	0	1	0	0	no	1
848	SHH	1	0	1	0	0	no	0
849	FNDC1	1	1	1	1	0	no	1
850	COL1A2	1	0	1	1	0	no	1
851	TNFRSF11B	1	0	1	1	0	no	0
852	SBSPON	1	0	1	1	1	YES	0
853	DEFA4	1	0	1	1	0	no	0
854	DEFA6	1	1	1	1	0	no	0
855	DEFB1	1	1	1	1	0	no	0
856	CNTNAP3	1	1	1	1	0	no	0
857	PRSS37	1	0	1	1	0	no	0
858	CPA6	1	0	1	1	0	no	0
859	COL14A1	1	1	1	1	1	YES	0
860	VEGFD	1	1	1	1	0	no	0
861	LRFN5	1	0	1	0	0	no	0
862	FOLR2	1	1	1	1	0	no	0
863	PKNOX2	1	0	1	0	0	no	1
864	RNASE7	1	1	1	1	0	no	0
865	SERPINA4	1	0	1	1	0	no	0
866	PSMC3	1	0	1	0	0	no	1
867	C1QL3	1	1	1	1	0	no	0
868	LIPC	1	0	1	1	0	no	0
869	C14orf93	1	0	1	1	0	no	1
870	AMN	1	0	1	0	0	no	0
871	ADAMTS15	1	0	1	1	0	no	1
872	CKB	1	0	1	0	0	no	1
873	CCT2	1	0	1	0	0	no	1
874	C2	1	1	1	1	0	no	0
875	SERPINB2	1	0	1	1	0	no	0
876	HDGFL3	1	0	1	0	0	no	1
877	A2ML1	1	1	1	1	0	no	0
878	HSP90B1	1	1	1	0	0	no	1
879	NCAPH2	1	0	1	0	0	no	1
880	MMP3	1	1	1	1	1	YES	0
881	ANPEP	1	0	1	0	0	no	1
882	SCNN1G	1	0	1	0	0	no	1
883	C18orf54	1	0	1	1	0	no	1
884	TAC3	1	0	1	1	1	YES	0
885	SCG5	1	0	1	1	0	no	0
886	PDIA3	1	1	1	0	0	no	1
887	BPIFC	1	0	1	1	0	no	0
888	TPX2	1	0	1	0	0	no	1
889	COL6A2	1	1	1	1	0	no	1
890	GPRC5B	1	0	1	0	1	YES	0
891	MMP26	1	1	1	1	0	no	0
892	CA4	1	0	1	0	1	YES	0
893	LALBA	1	1	1	1	0	no	0
894	WNT10B	1	0	1	1	0	no	1
895	AXL	1	0	1	0	0	no	0
896	LAIR2	1	1	1	1	0	no	0
897	SPINT2	1	0	1	0	0	no	1
898	PSCA	1	0	1	0	0	no	1
899	LY6D	1	0	1	0	0	no	0
900	TMIGD2	1	0	1	0	0	no	0
901	CYB5D2	1	0	1	1	0	no	1
902	CGB1	1	0	1	1	0	no	1
903	CGB5	1	1	1	1	0	no	1
904	ANGPTL4	1	1	1	1	1	YES	0
905	IGFBP6	1	0	1	1	0	no	0
906	GHDC	1	0	1	0	0	no	0
907	SOST	1	0	1	1	0	no	0
908	LTBP3	1	0	1	1	0	no	1
909	PNOC	1	1	1	1	0	no	0
910	RNASE6	1	0	1	1	0	no	0
911	LGALS4	1	0	1	0	0	no	1
912	PRL	1	0	1	1	0	no	1
913	CCL11	1	1	1	1	0	no	0
914	C1QTNF4	1	0	1	1	0	no	0
915	LGI3	1	0	1	1	0	no	1
916	RNASE3	1	0	1	1	0	no	0
917	SMR3B	1	0	1	1	0	no	0
918	LRG1	1	1	1	1	1	YES	0
919	NRTN	1	0	1	1	0	no	0
920	ABHD15	1	0	1	1	0	no	1
921	IGF1	1	0	1	1	0	no	0
922	MUC17	1	0	1	1	0	no	0
923	INSL5	1	0	1	1	0	no	0
924	GUSB	1	1	1	0	1	YES	0
925	TRAPPC1	1	0	1	0	0	no	0
926	PA2G4	1	0	1	0	0	no	1
927	IL17D	1	0	1	1	0	no	0
928	IL16	1	0	1	1	0	no	1
929	WFDC13	1	0	1	1	0	no	0
930	HSPA4	1	0	1	0	0	no	1
931	SCGB1D1	1	0	1	1	0	no	0
932	COL22A1	1	1	1	1	1	YES	0
933	REG1B	1	0	1	1	0	no	0
934	PCSK9	1	1	1	1	0	no	0
935	ACHE	1	1	1	1	1	YES	0
936	SEMA3E	1	1	1	1	1	YES	0
937	IL12A	1	0	1	1	0	no	0
938	RNASE2	1	0	1	0	0	no	0
939	LMAN2	1	0	1	0	0	no	0
940	TRH	1	1	1	1	0	no	0
941	DEFB4A	1	1	1	1	0	no	0
942	CYTL1	1	0	1	1	0	no	1
943	LRP8	1	0	1	1	0	no	0
944	HTRA3	1	1	1	1	1	YES	0
945	MZB1	1	0	1	1	0	no	0
946	CTRB2	1	0	1	1	0	no	0
947	GTPBP2	1	0	1	0	1	YES	0
948	SCG2	1	0	1	1	0	no	0
949	PCDHA10	1	1	1	1	0	no	0
950	CD14	1	1	1	1	1	YES	0
951	REG3A	1	1	1	1	0	no	1
952	CCDC126	1	0	1	1	0	no	1
953	COL3A1	1	1	1	1	0	no	0
954	HAS3	1	0	1	0	0	no	1
955	THAP11	1	0	1	0	0	no	1
956	SPACA5B	1	0	1	1	0	no	0
957	CSN3	1	0	1	1	0	no	0
958	IL13	1	0	1	1	0	no	1
959	SOSTDC1	1	0	1	1	0	no	0
960	PSG8	1	1	1	1	0	no	0
961	RFXANK	1	0	1	0	0	no	1
962	FSTL5	1	1	1	1	0	no	0
963	TUB	1	0	1	1	0	no	1
964	CXCL10	1	0	1	1	0	no	0
965	BMP1	1	1	1	1	0	no	0
966	CST1	1	1	1	1	0	no	0
967	SPACA5	1	0	1	1	0	no	0
968	COL8A2	1	0	1	1	0	no	1
969	HTRA4	1	1	1	1	0	no	0
970	USH2A	1	0	1	1	0	no	0
971	FGB	1	1	1	1	0	no	1
972	PAM	1	1	1	1	0	no	1
973	IL7R	1	0	1	1	0	no	1
974	ANTXR2	1	0	1	1	0	no	0
975	KCNK3	1	0	1	0	0	no	0
976	FGA	1	1	1	1	0	no	0
977	PRSS27	1	1	1	1	0	no	0
978	BTD	1	0	1	1	0	no	0
979	CXCL8	1	1	1	1	0	no	0
980	VASN	1	0	1	1	0	no	1
981	CXCL11	1	0	1	1	0	no	0
982	PRND	1	1	1	0	0	no	0
983	GLB1	1	1	1	0	1	YES	0
984	SDC2	1	0	1	0	0	no	1
985	CST5	1	1	1	1	0	no	0
986	LAMB2	1	1	1	1	1	YES	0
987	PATE1	1	1	1	1	0	no	0
988	TMPRSS11E	1	0	1	1	0	no	0
989	CST2	1	0	1	1	0	no	0
990	CANT1	1	0	1	1	0	no	0
991	CMTM8	1	0	1	0	0	no	1
992	ZPLD1	1	0	1	1	0	no	1
993	EGFL7	1	1	1	1	0	no	0
994	B3GAT1	1	0	1	1	1	YES	0
995	C11orf45	1	0	1	1	0	no	1
996	EEF2	1	0	1	0	0	no	1
997	RFNG	1	1	1	0	0	no	1
998	PCSK1	1	0	1	0	0	no	0
999	HPSE	1	0	1	1	1	YES	0
1000	CD248	1	0	1	0	0	no	1
1001	MMP14	1	0	1	0	0	no	1
1002	PODN	1	0	1	1	0	no	0
1003	F2	1	1	1	1	0	no	0
1004	INHBC	1	0	1	1	0	no	0
1005	PRSS1	1	0	1	1	0	no	0
1006	CCL19	1	1	1	1	0	no	0
1007	WNT5B	1	0	1	1	1	YES	0
1008	PLG	1	1	1	1	1	YES	0
1009	VWC2L	1	1	1	1	0	no	0
1010	OLR1	1	0	1	1	1	YES	0
1011	KLK6	1	1	1	1	0	no	1
1012	POMZP3	1	0	1	0	0	no	1
1013	CLCF1	1	1	1	1	1	YES	0
1014	CD164	1	0	1	1	0	no	0
1015	PSMD1	1	0	1	0	0	no	1
1016	PLAC8	1	0	1	0	0	no	1
1017	CSHL1	1	1	1	1	0	no	0
1018	PGA5	1	0	1	1	0	no	0
1019	LGALS8	1	0	1	0	0	no	1
1020	PRKACA	1	0	1	0	0	no	1
1021	LPL	1	0	1	1	1	YES	0
1022	EFEMP2	1	1	1	1	0	no	0
1023	CD34	1	0	1	0	1	YES	0
1024	LINGO2	1	0	1	0	0	no	0
1025	PSMD2	1	0	1	0	0	no	0
1026	HSPA6	1	0	1	0	1	YES	0
1027	GLIPR1L1	1	0	1	0	0	no	0
1028	CTSF	1	0	1	0	1	YES	0
1029	CD200R1	1	1	1	1	0	no	1
1030	JUP	1	0	1	0	1	YES	0
1031	VEGFB	1	0	1	1	0	no	0
1032	AQP1	1	0	1	0	0	no	1
1033	WFIKKN2	1	0	1	1	0	no	0
1034	CTSW	1	0	1	0	0	no	0
1035	CST6	1	1	1	1	0	no	1
1036	LYG1	1	0	1	1	0	no	0
1037	MUCL1	1	0	1	1	0	no	0
1038	RNASE8	1	1	1	1	0	no	0
1039	GSTM1	1	0	1	0	0	no	1
1040	HEG1	1	0	1	1	1	YES	0
1041	IQCB1	1	0	1	0	0	no	1
1042	FGF5	1	1	1	1	0	no	1
1043	KLK10	1	1	1	1	0	no	1
1044	LTBP4	1	0	1	1	0	no	0
1045	LRRN3	1	0	1	0	0	no	1
1046	HDLBP	1	0	1	0	0	no	1
1047	PRG2	1	0	1	1	0	no	0
1048	ADPGK	1	0	1	1	0	no	1
1049	LGI4	1	0	1	1	0	no	1
1050	PLA2G1B	1	1	1	1	0	no	1
1051	DAG1	1	0	1	1	1	YES	0
1052	CSPG4	1	0	1	0	0	no	1
1053	LRFN4	1	0	1	0	0	no	0
1054	LEP	1	0	1	1	0	no	0
1055	GH1	1	1	1	1	0	no	0
1056	DEFB114	1	0	1	1	0	no	0
1057	C2orf69	1	1	1	1	0	no	0
1058	SPACA4	1	0	1	0	0	no	0
1059	SEZ6	1	0	1	0	0	no	1
1060	ADGRB1	1	0	1	1	0	no	0
1061	NETO1	1	0	1	1	0	no	1
1062	GFRA4	1	1	1	1	0	no	0
1063	MMP19	1	1	1	1	1	YES	0
1064	LGALS7B	1	0	1	1	0	no	0
1065	KLK2	1	1	1	0	0	no	0
1066	AMBN	1	0	1	1	0	no	0
1067	LCN15	1	0	1	1	0	no	0
1068	C1QB	1	1	1	1	0	no	0
1069	KLK3	1	1	1	1	0	no	0
1070	CFHR1	1	1	1	1	1	YES	0
1071	UACA	1	0	1	0	0	no	1
1072	TOLLIP	1	0	1	0	0	no	1
1073	IL1RAP	1	0	1	1	1	YES	0
1074	EDDM3B	1	0	1	1	0	no	0
1075	ANGPT2	1	1	1	1	0	no	0
1076	LRRN1	1	0	1	0	0	no	0
1077	DKK3	1	1	1	1	1	YES	0
1078	EDDM3A	1	1	1	1	0	no	0
1079	CLU	1	0	1	1	0	no	0
1080	CREG2	1	0	1	1	0	no	0
1081	TMEM25	1	1	1	1	1	YES	0
1082	METRNL	1	0	1	1	0	no	0
1083	CD163L1	1	0	1	1	0	no	1
1084	LILRB1	1	0	1	1	0	no	0
1085	SPAG11A	1	1	1	1	0	no	0
1086	TLN1	1	0	1	0	0	no	1
1087	AGGF1	1	0	1	1	0	no	0
1088	CDCA8	1	0	1	0	0	no	1
1089	SFTPC	1	0	1	1	0	no	0
1090	CLEC4M	1	0	1	1	0	no	0
1091	CD55	1	1	1	1	1	YES	0
1092	CSH1	1	1	1	1	0	no	0
1093	ARHGAP45	1	0	1	0	0	no	0
1094	P3H2	1	1	1	0	0	no	0
1095	DNASE1L2	1	1	1	1	0	no	1
1096	PIBF1	1	0	1	1	0	no	1
1097	MET	1	0	1	1	0	no	1
1098	SNX18	1	0	1	0	0	no	1
1099	PSAPL1	1	0	1	1	0	no	1
1100	APOL1	1	0	1	1	0	no	0
1101	STX4	1	0	1	0	0	no	1
1102	RPTN	1	0	1	1	0	no	0
1103	PROM2	1	0	1	0	1	YES	0
1104	FDCSP	1	0	1	1	0	no	0
1105	NCAM1	1	0	1	1	0	no	1
1106	GREM2	1	1	1	1	0	no	0
1107	HSPH1	1	0	1	0	0	no	1
1108	WFDC11	1	0	1	1	0	no	0
1109	RAP2B	1	0	1	0	0	no	0
1110	DEFB112	1	0	1	1	0	no	0
1111	PSG11	1	1	1	1	0	no	0
1112	CPN2	1	0	1	1	0	no	0
1113	ICOS	1	0	1	1	0	no	0
1114	PRSS8	1	0	1	1	0	no	1
1115	C3orf58	1	0	1	1	0	no	0
1116	PKM	1	0	1	0	0	no	1
1117	ARSJ	1	0	1	1	0	no	1
1118	WFDC9	1	1	1	1	0	no	0
1119	ADIPOQ	1	1	1	1	0	no	0
1120	DEFB104A	1	0	1	1	0	no	0
1121	CALR	1	0	1	1	0	no	0
1122	SLC2A4	1	0	1	0	0	no	0
1123	IL17RA	1	0	1	1	0	no	1
1124	DEFB103A	1	0	1	1	0	no	0
1125	TAC1	1	1	1	1	0	no	0
1126	SPOCK2	1	1	1	1	0	no	1
1127	RBM44	1	0	1	0	0	no	0
1128	F2R	1	0	1	0	0	no	0
1129	LPA	1	1	1	0	0	no	0
1130	IMPDH2	1	0	1	0	0	no	1
1131	INSL3	1	1	1	1	0	no	0
1132	HIST1H2BC	1	0	1	0	0	no	1
1133	FGF8	1	1	1	1	0	no	0
1134	SERPINF2	1	1	1	1	1	YES	0
1135	FIBIN	1	1	1	1	0	no	0
1136	TSPEAR	1	0	1	1	0	no	0
1137	C7	1	1	1	1	0	no	0
1138	ATG4C	1	0	1	0	0	no	1
1139	DEFB104B	1	1	1	1	0	no	0
1140	PGA3	1	0	1	1	0	no	0
1141	VNN2	1	0	1	0	0	no	0
1142	FAM20C	1	0	1	1	0	no	1
1143	HBA1	1	0	1	0	0	no	0
1144	OTOS	1	1	1	1	0	no	0
1145	MMP1	1	0	1	1	1	YES	0
1146	MFAP3	1	0	1	0	0	no	1
1147	ACPP	1	0	1	1	0	no	0
1148	DAND5	1	1	1	1	0	no	1
1149	CD6	1	0	1	1	0	no	0
1150	ITLN1	1	0	1	1	0	no	0
1151	CRTAP	1	1	1	1	0	no	1
1152	PLXDC1	1	0	1	1	0	no	0
1153	A2M	1	1	1	1	0	no	0
1154	CGREF1	1	1	1	1	0	no	0
1155	CD151	1	0	1	0	0	no	0
1156	PENK	1	0	1	1	0	no	0
1157	APOLD1	1	0	1	0	0	no	1
1158	LAMA3	1	1	1	1	0	no	1
1159	DEFB103B	1	1	1	1	0	no	0
1160	IL32	1	0	1	1	0	no	0
1161	WFIKKN1	1	1	1	1	0	no	0
1162	SPINK6	1	0	1	1	0	no	0
1163	CABP4	1	0	1	0	0	no	0
1164	COL12A1	1	1	1	1	0	no	1
1165	KARS	1	0	1	1	0	no	1
1166	WNT11	1	0	1	1	0	no	1
1167	FBN1	1	1	1	1	0	no	1
1168	HSP90AB1	1	0	1	1	0	no	1
1169	KLK4	1	0	1	1	0	no	0
1170	RTBDN	1	0	1	1	0	no	1
1171	DEFB124	1	0	1	1	0	no	0
1172	CLEC18C	1	0	1	1	0	no	0
1173	FKRP	1	0	1	1	0	no	1
1174	PLEKHO2	1	0	1	0	0	no	1
1175	OVCH1	1	1	1	1	0	no	0
1176	THNSL2	1	0	1	1	0	no	0
1177	BGN	1	0	1	1	0	no	1
1178	IGIP	1	0	1	1	1	YES	0
1179	PRSS57	1	0	1	1	0	no	0
1180	BMP8A	1	1	1	1	0	no	0
1181	CSF1	1	0	1	1	0	no	0
1182	LYG2	1	1	1	1	0	no	0
1183	ACP7	1	0	1	1	0	no	0
1184	ADAMTSL5	1	0	0	0	0	no	1
1185	P4HB	1	0	1	0	0	no	1
1186	DHRS7C	1	0	1	1	0	no	0
1187	C6orf58	1	0	1	1	0	no	0
1188	IL25	1	0	1	1	0	no	0
1189	C1S	1	1	1	0	0	no	1
1190	NOG	1	0	1	1	0	no	0
1191	TNFRSF18	1	1	1	1	0	no	0
1192	DEFA3	1	0	1	1	0	no	0
1193	EFNA5	1	0	1	0	1	YES	0
1194	C1QTNF12	1	0	1	1	1	YES	0
1195	GKN2	1	0	1	1	0	no	0
1196	NXPH3	1	0	1	1	0	no	0
1197	IGLL1	1	1	1	1	0	no	1
1198	SERPINA7	1	0	1	1	0	no	0
1199	IL22	1	0	1	1	0	no	0
1200	DEFA5	1	1	1	1	0	no	0
1201	IFNL1	1	0	1	1	0	no	0
1202	EEF1A1	1	0	1	0	0	no	1
1203	NPW	1	0	1	1	0	no	0
1204	RESP18	1	0	1	1	0	no	0
1205	EPGN	1	0	1	1	0	no	1
1206	PDGFB	1	1	1	1	1	YES	0
1207	LEPR	1	0	1	1	1	YES	0
1208	IST1	1	0	1	0	1	YES	0
1209	C1QTNF8	1	0	1	1	0	no	0
1210	AMY1B	1	1	1	1	0	no	0
1211	CTHRC1	1	0	1	1	0	no	1
1212	HHIPL1	1	0	1	1	0	no	0
1213	RTN4RL1	1	1	1	0	0	no	0
1214	PAPPA	1	1	1	1	0	no	1
1215	OTOL1	1	1	1	1	0	no	0
1216	OPCML	1	1	1	0	0	no	0
1217	IL1R2	1	0	1	1	0	no	0
1218	VSTM4	1	0	1	1	1	YES	0
1219	CD8B	1	1	1	1	0	no	1
1220	BCAN	1	1	1	1	0	no	0
1221	GAST	1	1	1	1	0	no	0
1222	SERPINB8	1	0	1	0	0	no	1
1223	FBLN7	1	0	1	1	1	YES	0
1224	ACTG1	1	0	1	0	0	no	0
1225	FBLN1	1	1	1	1	0	no	1
1226	PRKCD	1	0	1	0	0	no	1
1227	DGCR6	1	0	1	0	0	no	0
1228	SELE	1	0	1	0	0	no	0
1229	GDF3	1	0	1	1	0	no	0
1230	CALCA	1	1	1	1	0	no	0
1231	METTL7A	1	0	1	0	0	no	1
1232	GAS6	1	0	1	1	0	no	1
1233	COL4A5	1	1	1	1	0	no	1
1234	CD86	1	0	1	0	0	no	0
1235	EPHB3	1	0	1	0	0	no	0
1236	CFD	1	1	1	1	0	no	1
1237	SEMA4B	1	0	0	0	0	no	0
1238	PSG3	1	0	1	1	0	no	0
1239	PMCH	1	0	1	1	0	no	0
1240	TNFAIP2	1	0	1	0	0	no	1
1241	COL7A1	1	0	1	1	0	no	0
1242	BRICD5	1	0	1	0	0	no	1
1243	OLFML1	1	0	1	1	0	no	0
1244	RNLS	1	0	1	1	0	no	0
1245	TSKU	1	1	1	1	0	no	1
1246	COLEC10	1	1	1	1	0	no	0
1247	NPB	1	0	1	1	0	no	0
1248	EMILIN3	1	0	1	1	0	no	0
1249	FLRT2	1	0	1	1	0	no	0
1250	FREM3	1	1	1	1	0	no	0
1251	PLA2G6	1	0	1	0	0	no	1
1252	GH2	1	1	1	1	0	no	0
1253	FOXL2	1	0	1	0	0	no	1
1254	SERPINA5	1	0	1	1	0	no	1
1255	SNORC	1	0	1	1	0	no	1
1256	DEFB108B	1	0	1	1	0	no	0
1257	HSD17B13	1	0	1	1	1	YES	0
1258	RNASE10	1	0	1	1	0	no	0
1259	ARSI	1	0	1	1	0	no	1
1260	NXPH4	1	0	1	1	0	no	0
1261	IFNL2	1	0	1	1	0	no	0
1262	ACAA1	1	0	1	0	0	no	1
1263	C1QTNF9	1	0	1	1	0	no	0
1264	CMTM4	1	0	1	0	1	YES	0
1265	HBB	1	0	1	0	1	YES	0
1266	EMC10	1	1	1	1	0	no	0
1267	TAC4	1	0	1	1	0	no	0
1268	DHRSX	1	1	1	1	0	no	1
